ISO	link_EN	link_FR	link_ES	link_DE
WLD	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
ARG	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/1/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/1/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://read.oecd-ilibrary.org/view/?ref=134_134143-eujmhtcusa&title=Argentina-SP	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
BRA	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/5/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/5/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://read.oecd-ilibrary.org/view/?ref=134_134146-fdhgjjjn9g&title=Brasil-SP	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
BGR	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/6/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/6/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
CHN	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
CRI	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/11/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/11/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://read.oecd-ilibrary.org/view/?ref=134_134155-mo6io57spe&title=Costa-rica-SP	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
IND	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
IDN	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
LVA	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
LTU	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
RUS	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
ZAF	https://www.oecd-ilibrary.org//sites/0d1d1e2e-en/1/3/3/41/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=#	https://www.oecd-ilibrary.org//sites/0d1d1e2e-en/1/3/3/41/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=#	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
ROU	https://www.oecd-ilibrary.org//sites/0d1d1e2e-en/1/3/3/38/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=#	https://www.oecd-ilibrary.org//sites/0d1d1e2e-en/1/3/3/38/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=#	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
EA17	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/15/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/1/3/3/15/index.html?itemId=/content/publication/0d1d1e2e-en&_csp_=bfaa0426ac4b641531f10226ccc9a886&itemIGO=oecd&itemContentType=	https://www.oecd-ilibrary.org/sites/0d1d1e2e-en/index.html?itemId=/content/publication/0d1d1e2e-en	https://read.oecd-ilibrary.org/view/?ref=134_134140-rwypuc6onk&title=Wirtschaftsausblick-107
